wkt
"POLYGON ((-83.144976925969 39.8082998940185, -83.1449379522492 39.8084174635258, -83.1449709473047 39.8085118280993, -83.145032819776 39.8086109698553, -83.1451332717621 39.8086807637459, -83.145207403201 39.8087712617017, -83.1451914668509 39.809197421725, -83.1452382964782 39.8093868780522, -83.1450857955563 39.8093882747128, -83.144946279292 39.8093306666289, -83.1448199069393 39.809213169591, -83.1447200500484 39.8090209501673, -83.1446311238576 39.8089730584042, -83.144494759045 39.8089707133601, -83.1442770953475 39.8090302393299, -83.1438915352939 39.8090841696122, -83.1436993780216 39.8090679678732, -83.1434458396722 39.8089895999584, -83.1433104710825 39.8089486288337, -83.1432083395844 39.808934499843, -83.1430300677262 39.8088476770307, -83.1428834434008 39.8087965388787, -83.1428385650634 39.8087153588822, -83.1428669956687 39.8086498406688, -83.1429618809486 39.8085785630345, -83.1431503004725 39.808529534806, -83.143358932747 39.8084474646928, -83.1434664257293 39.8084648481308, -83.1435434584063 39.8085061112099, -83.1436405515225 39.8085350315507, -83.1437502149214 39.8085337250194, -83.1438355620395 39.8085155020695, -83.1439246687974 39.8084697467713, -83.1440223100931 39.8083897461387, -83.1440536978477 39.808281301954, -83.144976925969 39.8082998940185))"
"POLYGON ((-83.2294017988488 39.8116018641868, -83.2294143584479 39.8116580821251, -83.2294952885613 39.811784335789, -83.2297500512284 39.8120760700035, -83.229827345824 39.8122893025295, -83.2298911055337 39.812398489267, -83.2299030316797 39.8124915639642, -83.2298917483763 39.812681321136, -83.2298412007218 39.8127779068788, -83.2297459849636 39.8128582135085, -83.2295892725167 39.8129565395096, -83.2294632491414 39.8129895665206, -83.2293703791554 39.8129368346642, -83.2293016292273 39.8128622574473, -83.2292527110613 39.81270325939, -83.2292229577228 39.8125102019213, -83.2290685025337 39.8124160449138, -83.2288092698415 39.8123624920137, -83.228668828663 39.8123030886509, -83.2285442690386 39.8122146928819, -83.2284752078387 39.8121085646428, -83.2284173798097 39.8120594192107, -83.2280776521572 39.8119904198987, -83.2279537847583 39.8119381155374, -83.2278369913616 39.8118595193149, -83.2277187405546 39.8118357061677, -83.2276197436056 39.8118372779127, -83.2274032161403 39.8118709428366, -83.2273532420677 39.8118910413404, -83.2271597769377 39.8120486388606, -83.2270848338912 39.8120553745058, -83.2270089799721 39.8120205923598, -83.22697214393 39.811987103376, -83.226953492741 39.8119383661052, -83.2269403144612 39.8117857274129, -83.2269630686951 39.8115584213552, -83.2269933851992 39.8114552624966, -83.2294017988488 39.8116018641868))"
"POLYGON ((-83.1702015191852 40.1137927619613, -83.1700907381427 40.113777811922, -83.1700209345489 40.1137409378178, -83.1697451574224 40.1134748962267, -83.1696462812162 40.1134071211672, -83.1695282910811 40.1133725167104, -83.1693630122051 40.1133285644412, -83.1690481317071 40.1133260334142, -83.1687308788546 40.1132836262526, -83.1684290985466 40.1131022886644, -83.168347900295 40.1130822608856, -83.168233080046 40.1130831085068, -83.1681544761621 40.1127967287758, -83.1681082192081 40.1127352436289, -83.1680435293407 40.112689884771, -83.1678984073947 40.1126533997657, -83.1677677615639 40.1126625336835, -83.1676523308004 40.1127065534725, -83.1673695988366 40.1128703448069, -83.1672707331278 40.1128953444967, -83.1671969038868 40.1128940856233, -83.167117082854 40.1128597863118, -83.1670739245542 40.1128076255306, -83.1670512438083 40.1125224705473, -83.1669269905569 40.112443085617, -83.1666567566433 40.1123982842029, -83.1665897988151 40.1123058537927, -83.1663126951059 40.1120207516181, -83.1662062140109 40.1118891425601, -83.1661284222214 40.1116911162284, -83.1660520912361 40.111359029672, -83.1659867286641 40.1112577548979, -83.1659225642454 40.1111962352825, -83.1659662125528 40.1110998251822, -83.1659792219521 40.1110209926005, -83.1659538188638 40.1106382786447, -83.166061694799 40.1105367401694, -83.1662135933905 40.110509069121, -83.1662848706347 40.1105244791173, -83.1664512820458 40.1106018794986, -83.1664953946215 40.1106487339758, -83.1665560216854 40.1107630342731, -83.1666718971976 40.1110811572632, -83.1667010382543 40.1111381872228, -83.1667767271493 40.1112152989416, -83.1668540284391 40.1112304250188, -83.1670677982579 40.1111775662712, -83.1671957327693 40.1111834680685, -83.1672904219683 40.1112147871272, -83.1674436873083 40.1113187618663, -83.1675336229318 40.1114162481003, -83.1675909376887 40.1115157965919, -83.1676744981946 40.1118873537823, -83.1677680994389 40.1119644984086, -83.1678269557589 40.111975932633, -83.1678993369643 40.1119653333277, -83.1680379526176 40.1118390196409, -83.1681252480452 40.1118119334616, -83.1683217985369 40.1118347715712, -83.168492747031 40.1119135343102, -83.1685556972837 40.1119884389771, -83.1685920187404 40.1120984465017, -83.1685777065679 40.1122176787035, -83.1684897339761 40.1124275449516, -83.1685176999427 40.1125574134388, -83.1685717463336 40.1126287037203, -83.1687029100601 40.1126763683005, -83.1688974227141 40.1126773788844, -83.1691668121522 40.1125743684164, -83.1692707577266 40.112574207528, -83.1693489151875 40.1125912210517, -83.1695911907474 40.1126718840844, -83.169835666839 40.1127734888605, -83.1700053008501 40.1128728313937, -83.1702066864778 40.1130213633003, -83.1702015191852 40.1137927619613))"
"POLYGON ((-83.0831922340535 39.8063457577661, -83.0833786419081 39.8063542531741, -83.0833604971963 39.8064415449826, -83.0832450754842 39.8065998274346, -83.083093257623 39.8066237369094, -83.0826543395545 39.8067422125772, -83.082494038506 39.8067472285077, -83.0823876310161 39.8067172934551, -83.0822852764555 39.8066517493719, -83.0822735919603 39.8065649711575, -83.0825232998811 39.8063152128408, -83.0831922340535 39.8063457577661))"
"POLYGON ((-83.2098452222747 40.0728546791793, -83.209826775142 40.0730572450803, -83.2093942001418 40.0729932363408, -83.2088717191994 40.0729911927401, -83.2086840417366 40.0729594080416, -83.2085356582855 40.0729082205995, -83.208434456926 40.0728402378454, -83.2083541726023 40.0727554782456, -83.2083147696594 40.0726424717538, -83.2082344981386 40.0725243887532, -83.2081892961126 40.0723306304876, -83.2081900904786 40.0722397444978, -83.2081412854634 40.0721924264446, -83.2081807023306 40.0720127183583, -83.2084172941007 40.0716189843666, -83.2086321119924 40.0714130656005, -83.2088939995375 40.0712308698325, -83.2089226813111 40.0711176147596, -83.2089066855534 40.071020510092, -83.2088455240827 40.0709755324518, -83.2087547283376 40.0709626527741, -83.2083982358046 40.0711531949658, -83.2083129223719 40.0711363718319, -83.2082307595014 40.0710820426561, -83.2081777919174 40.0709847626998, -83.2081603442688 40.0708758008478, -83.2082978948753 40.0705683186118, -83.2083030975484 40.0703797107883, -83.2082218151428 40.0702606236979, -83.208111740892 40.0702088463446, -83.2080572836523 40.0701996791664, -83.2079674289162 40.0702148155572, -83.2078066202301 40.0702794434331, -83.2076254803714 40.0704041394652, -83.2075901067336 40.070448260044, -83.2075655618999 40.0705916596399, -83.2075793814889 40.0707407808497, -83.2076265226706 40.0709104196449, -83.2076377529354 40.071120521491, -83.2073219032169 40.0713971746287, -83.2072865160222 40.071474618459, -83.2072983340638 40.0715550846815, -83.2075474192329 40.0719696249398, -83.2075575764389 40.0720859480353, -83.2075405291427 40.0721742726553, -83.2074459814537 40.0722753933333, -83.2072820423695 40.072310879936, -83.2072342864684 40.0723375233016, -83.2071481023548 40.0724385977984, -83.2070758367581 40.0725951345391, -83.2070198990546 40.0726407564504, -83.2069850132388 40.0726489002434, -83.2068595256254 40.072629772306, -83.2068167410398 40.0725821682172, -83.2067871205785 40.0724944786619, -83.2068034837368 40.0724565214544, -83.2068722918197 40.07239240018, -83.2070959309904 40.0722504313367, -83.2071317581102 40.0721838404185, -83.2070908944824 40.0714339131642, -83.2071387385615 40.0712604704015, -83.2071452143622 40.0710647870159, -83.2070718448518 40.0709681236062, -83.2070098538477 40.070941073501, -83.2069318176724 40.0709502116769, -83.2066786949526 40.0710702527932, -83.2065526836393 40.0711006074126, -83.2063113112162 40.0710687353534, -83.2060289631492 40.0709858405409, -83.2058416198052 40.0710054231581, -83.2057787474283 40.0710431303822, -83.2057402341144 40.0710914330701, -83.20571221961 40.0711876434393, -83.2056927850156 40.0713756981125, -83.2056052317012 40.0714910423632, -83.2054977547183 40.0715178862499, -83.2053696310387 40.0715201032249, -83.2051144760481 40.0714120648691, -83.2051210042344 40.0712560157692, -83.2051962841902 40.0709430717724, -83.2052739091625 40.0708564351736, -83.2053931580587 40.0707839599706, -83.2054777882485 40.070764688655, -83.2055778390433 40.0707659073087, -83.2058334451201 40.0708514742723, -83.2059260474538 40.0708609380843, -83.2060610205792 40.0708405066519, -83.2062481097278 40.0707425397775, -83.2064459543163 40.0706844004815, -83.20653140172 40.0706805233415, -83.2069543631111 40.070738157117, -83.2071063203541 40.0707095529018, -83.2071556018313 40.0706677542951, -83.2071321471948 40.0706122182361, -83.2069473603934 40.0704978644199, -83.2068743940364 40.0704255600101, -83.2068480473773 40.0703129863933, -83.2069360626346 40.07014184764, -83.2069873987932 40.0699489473183, -83.2069832363586 40.0698989853596, -83.2069014303954 40.0698293802627, -83.2067830786095 40.0698037756667, -83.2066726490902 40.0698537358118, -83.2066424771005 40.0698821757334, -83.206509598832 40.0701369948317, -83.2063800326701 40.0702669597774, -83.206296498374 40.0703998275796, -83.2062095348289 40.0704720002456, -83.2060902398938 40.070504842028, -83.2060430353233 40.0705018191778, -83.2059441097627 40.070461086507, -83.205922757264 40.0703805462861, -83.2059199433874 40.070210032663, -83.2058758434678 40.0701298696667, -83.2058067226513 40.070109295533, -83.2055987352494 40.0701042510459, -83.2055131061786 40.0700891949057, -83.2053660148888 40.0699976049897, -83.2052961653633 40.0699012999971, -83.2052641427964 40.0698070597202, -83.2052835504683 40.0696856518302, -83.2054555720879 40.0695519210594, -83.2059032427104 40.0695184151402, -83.2060876059649 40.0694156669817, -83.2062282917251 40.0693633955115, -83.2064351419263 40.0693548129672, -83.2066722962671 40.0693835522862, -83.2067315762324 40.0693724976866, -83.2068234700785 40.0693260473611, -83.2068370619945 40.0692436744858, -83.2067852435884 40.0692131603728, -83.206476233735 40.0691923892154, -83.2063891900377 40.0691519703736, -83.2063457252801 40.06906826982, -83.2063465694701 40.0690170181428, -83.2064456813182 40.0689037558594, -83.2065008464932 40.0688823735698, -83.2066374271219 40.0688729142022, -83.2068741036938 40.0689043064584, -83.2070563982174 40.068899518271, -83.207230537473 40.0688470618753, -83.2072936637311 40.0688012742068, -83.2073017246287 40.0686832102415, -83.2071696392498 40.0686210764906, -83.2067508654941 40.068580082166, -83.2066385748464 40.0684542221482, -83.2065104223027 40.0683834828771, -83.206470056152 40.0683955695587, -83.2064204583234 40.0684391367311, -83.206331771812 40.0686273189355, -83.2062395951217 40.0687484951815, -83.2061920978998 40.0687670583448, -83.2060751635322 40.0687668163992, -83.2060069728792 40.0687211186728, -83.2059806890158 40.0686148558485, -83.2059761658349 40.068440565029, -83.2060296043892 40.0682226613474, -83.2060905453486 40.0681757502689, -83.2061497635829 40.0681583850742, -83.2062339008267 40.0681750898564, -83.2063372552788 40.0682243811725, -83.2064376200558 40.0682238302602, -83.2065321003211 40.068202863256, -83.2066196587771 40.0681406588775, -83.2067072195179 40.06799199086, -83.206842848194 40.0679013743443, -83.2069213942802 40.0678760767236, -83.2071438433155 40.067906915475, -83.2072739005736 40.0679670407832, -83.2073498328963 40.0679829063444, -83.2076618297331 40.0679670538771, -83.2077628532489 40.0679827812049, -83.2079642161286 40.0680646028372, -83.2081036147376 40.0681391916893, -83.2082950511627 40.0683361839107, -83.2084196522578 40.0684200682445, -83.2085499435732 40.068452295418, -83.2088459961564 40.0684654331646, -83.2089142249699 40.0684976231532, -83.2089666665677 40.0685579218683, -83.2089697074211 40.068733861713, -83.2089501351471 40.0688030142128, -83.2088597086599 40.0689144634994, -83.2088173158605 40.0690110061343, -83.2087989523942 40.0693261630813, -83.208758976881 40.0694823964916, -83.2087045689375 40.069512863757, -83.2084974744323 40.069496206514, -83.2083745679608 40.0695358864548, -83.2082891949172 40.0695992160861, -83.2082631384002 40.069637984137, -83.2082642004131 40.0696786225175, -83.2083771670469 40.0698739008425, -83.2085485965073 40.0700427287623, -83.2087638978585 40.0701466879738, -83.2093431366742 40.0703112484555, -83.2095643373586 40.0704022989188, -83.2096700052194 40.0704653332852, -83.2096924001009 40.0705666941704, -83.2096850871647 40.0706407019874, -83.2096479569548 40.0707278753582, -83.2095809353731 40.070768762979, -83.2094556829468 40.070808204479, -83.2093701752154 40.0708922364235, -83.2093798344475 40.0709913955509, -83.2094858834092 40.0712318995137, -83.2095000245656 40.0713792516688, -83.2094783530631 40.0715598720902, -83.2093514158059 40.0717882807755, -83.2093592680165 40.0718908579712, -83.2094075736581 40.072007475531, -83.2094012499651 40.0721491342459, -83.2093232254314 40.0722114143431, -83.2089592181696 40.0722309654689, -83.2088369788185 40.0722536019119, -83.2087339831656 40.0723286416364, -83.208717047162 40.0723764477624, -83.2087256800064 40.0724214623587, -83.2087857437338 40.0725257716525, -83.2088312891681 40.0725646503808, -83.2092071550604 40.0726120594853, -83.2094447117361 40.0726120122925, -83.2095745349481 40.0726468918142, -83.209673966447 40.0727047854497, -83.2098452222747 40.0728546791793))"
"POLYGON ((-82.967869594586 39.8036810969233, -82.9689418067755 39.8039796155444, -82.9691436900956 39.8040403480337, -82.9693944832324 39.8041395224734, -82.969554857586 39.8042778956401, -82.9696316215601 39.8043723990449, -82.9697703720161 39.8046229220647, -82.969919948056 39.8049511492319, -82.9700748485208 39.8051195788966, -82.9697318954026 39.8051278894146, -82.9693710718272 39.8050775774328, -82.9690639969949 39.8049608113225, -82.9690192338624 39.8049191987329, -82.9689637666001 39.8048188123894, -82.968901774262 39.8047672917218, -82.9687671954237 39.8047550314122, -82.9686695294784 39.804781761709, -82.96847610318 39.804661554396, -82.9683557787812 39.8046102441945, -82.9679729339308 39.8046089760538, -82.9678786533875 39.8045910162514, -82.9677927527426 39.8045009619766, -82.9677996567803 39.804273764562, -82.9677773563398 39.8042525160347, -82.9676911690037 39.8042227896558, -82.967573337098 39.8042230883664, -82.9673415672343 39.8043394031874, -82.967167293988 39.8043491180142, -82.9667541844186 39.804278919988, -82.9661419729212 39.8041392653368, -82.9655568912339 39.8040465855131, -82.9651671665134 39.8040373824848, -82.9650042818658 39.8040825176056, -82.9649027648578 39.8039998373746, -82.9647602561357 39.8039984549975, -82.9645825564338 39.8040465454138, -82.9644354461205 39.8041356695059, -82.9642659429064 39.8042954232492, -82.9639816574605 39.8045170501789, -82.9639178851003 39.804553625875, -82.963791310885 39.8045953481737, -82.9636620869546 39.8045863446285, -82.9633431486621 39.8044629180233, -82.9631253178741 39.8044635697068, -82.9630248318644 39.8044927036013, -82.9629429380454 39.8045634193518, -82.9629039169015 39.8046404186227, -82.9628937118485 39.8047681764568, -82.9629267413594 39.8049067600213, -82.9628963715238 39.8050080863683, -82.9628135058594 39.8051102310467, -82.9626323306515 39.8052165125171, -82.9625904946113 39.8052697948385, -82.9624333941403 39.8051200424589, -82.9621980669518 39.8047729285571, -82.9620226901572 39.8046320752998, -82.9619748644941 39.80463338148, -82.9619203521308 39.804658312146, -82.9615907628449 39.8049130349732, -82.9615500728122 39.8048556293772, -82.9615464967749 39.8048165179499, -82.9616227435655 39.8045875597184, -82.9617196722258 39.8044148161377, -82.961734300493 39.8043280599273, -82.9617249745971 39.8042487089752, -82.9616397795826 39.8040830500883, -82.9614068933465 39.8038596089335, -82.9612540768461 39.8036472413412, -82.9611638963137 39.8034567371531, -82.9611317395554 39.803189419136, -82.961173364337 39.8029676519696, -82.9612827169738 39.8026484647625, -82.9613670465387 39.8024599905335, -82.961461428612 39.8023338266632, -82.9618106261672 39.801991068477, -82.9629308926034 39.8020388202799, -82.9655231824986 39.802149438676, -82.9664545747728 39.8021891285814, -82.966624600606 39.8023267133879, -82.9670793930187 39.8025075712239, -82.967266451158 39.8026235124659, -82.9671901999437 39.8026894147627, -82.9667690307248 39.8027940423977, -82.966679739313 39.8028270513312, -82.9665628681194 39.8029004194166, -82.9664727653033 39.8029900980054, -82.9664316966155 39.8030587760508, -82.9664269733287 39.803182601982, -82.9664655265785 39.8032974377844, -82.9665184987667 39.80334621551, -82.9666405101165 39.8034013075701, -82.9671164151133 39.8034663576802, -82.9672794878113 39.8035311453506, -82.9673816488652 39.8036364123653, -82.9674881035154 39.8038943741943, -82.9676210226484 39.8039875404885, -82.9677675964169 39.8039992539219, -82.9678416724324 39.8039583480605, -82.9678657121 39.8038851875178, -82.967869594586 39.8036810969233))"
"POLYGON ((-82.9731018800424 39.8024719783, -82.9750568684662 39.8025545608528, -82.9750402847675 39.802697866472, -82.9748735447157 39.8027381064719, -82.9747231087611 39.8028521175769, -82.9745300821612 39.8031346444775, -82.9742476850235 39.8036204389046, -82.9741279620055 39.8037682866206, -82.973959165237 39.8040353268503, -82.973902644553 39.8040843756065, -82.9738282501532 39.8040486785914, -82.973767422155 39.8040495319691, -82.9734770897596 39.8041020852499, -82.9732343403547 39.8041677158849, -82.9729946891864 39.8043012340987, -82.9724624020949 39.8047284927523, -82.9723822086369 39.8047768698657, -82.9722920719875 39.804807992795, -82.9722144157922 39.8048097901748, -82.9721784265254 39.8047853109, -82.9721499674434 39.8046868468907, -82.9721787558295 39.8045222943308, -82.972165914594 39.80449482798, -82.9721337499572 39.8044689464891, -82.9720118111683 39.8044787298463, -82.9717880178475 39.8046166052661, -82.9712696107418 39.8050263918027, -82.9709987526571 39.8051809700286, -82.9708415852751 39.8052339168153, -82.9706218592898 39.8052515001249, -82.9704165873758 39.8052354595421, -82.9701534701213 39.8051386034967, -82.9705858099274 39.8048225271712, -82.970855021693 39.8045659805966, -82.9709489466666 39.8044487717856, -82.9710953664159 39.8043307411337, -82.9713580500032 39.8041491841736, -82.9716311973621 39.8040146637992, -82.9720785009979 39.803642492111, -82.9724640045254 39.8033548503506, -82.9728216888422 39.8030174571744, -82.9730255498966 39.8027865120231, -82.9730609762176 39.8027226482582, -82.9731018800424 39.8024719783))"
"POLYGON ((-82.7959456164561 39.8949106435899, -82.7959984850514 39.8943476243879, -82.7961931125492 39.8944033529745, -82.7963782679645 39.8944265400354, -82.7964735145359 39.8944591416149, -82.7965446061682 39.8945450582711, -82.796549765312 39.8946267052235, -82.7965168448025 39.894785426188, -82.7964490783894 39.8949521764856, -82.7964442785545 39.8951327951952, -82.7965549144014 39.8954301530016, -82.7964237165051 39.8953793313722, -82.796333371298 39.8953202144513, -82.7961349512776 39.8950207810601, -82.7960614576895 39.8949607427818, -82.7959456164561 39.8949106435899))"
"POLYGON ((-83.0270732610903 39.8048467246093, -83.0271711491833 39.8048776246415, -83.027501405529 39.8049128767278, -83.0275601681463 39.8049496155398, -83.0275738712498 39.8050249053891, -83.0275545427409 39.8050724382975, -83.0274874792864 39.8051339227217, -83.027352511531 39.8052090622954, -83.0271631943904 39.8052821517731, -83.0270325754864 39.8053595449928, -83.0269387861082 39.8053191625719, -83.0265722442535 39.8052675237194, -83.0262592121757 39.8051701049868, -83.0256825497811 39.8051488517671, -83.0255358225236 39.8051642149261, -83.0253429975853 39.8051189333967, -83.0252455540639 39.8050331299236, -83.0252731540318 39.8049531284581, -83.0253892079416 39.8047724324865, -83.0270732610903 39.8048467246093))"
"POLYGON ((-83.020536700701 39.8045440731909, -83.0206168952471 39.8045479150088, -83.020568114179 39.8046266124537, -83.0205109829691 39.804679218597, -83.020360045278 39.8047833164043, -83.0199989117257 39.8049312966034, -83.0198467886397 39.8050091474436, -83.0197632183618 39.8049518067994, -83.0196006373681 39.8049168700466, -83.0190219811402 39.8049196998542, -83.0189702723086 39.8048899963504, -83.0188687201213 39.804787545098, -83.0191455998148 39.8045794533088, -83.0192070926171 39.8044831625466, -83.020536700701 39.8045440731909))"
